id,name,artist,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,cluster_label
4tTcS8Bkc1w8JAeT04LLBZ,Ni Main Jaana Jogi De Naal,Nusrat Fateh Ali Khan,['qawwali'],0.502,0.672,5,-7.132,1,0.0805,0.655,9.49e-06,0.597,0.58,115.486,799717,4,0,Energetic Happy
0JKDe6uEMK3p6YOQip3QvB,Hass K Kude - Jhankar Beats,Diljit Dosanjh,['bollywood'],0.609,0.883,1,-7.99,0,0.207,0.144,0.0,0.121,0.899,82.89,143110,4,2,Instrumental Calm
077CmuFNgQxTEyI3axaS14,Zidi Rana Hik Wajda Ni,Naseebo Lal,['sufi'],0.693,0.88,2,-2.555,1,0.174,0.163,4.17e-06,0.072,0.62,125.497,288188,4,2,Instrumental Calm
5mW6AFZuLXsf4gKqAECAf5,Sassi Punnu,Faakhir,['sufi'],0.394,0.737,7,-10.433,1,0.149,0.171,0.0,0.113,0.833,87.365,294490,4,0,Energetic Happy
5Y8Ex46qHVlaNVxWTIEJvT,Abhi Mood Nahi Hai,Sajjad Ali,['sufi'],0.666,0.847,6,-7.983,1,0.0792,0.048,0.0,0.0547,0.947,183.345,237416,4,2,Instrumental Calm
3gMAkBZ6AHfEwAwRFztFHq,Neeli Neeli Ankhon Wali,Shahid Ali Khan,['qawwali'],0.723,0.838,0,-8.053,0,0.0367,0.6,2.88e-06,0.38,0.869,112.261,487860,4,2,Instrumental Calm
3ZFiNdw6U3CcUYJpUe83K6,Homemade Dynamite,Lorde,[],0.771,0.431,10,-5.423,1,0.0577,0.287,2.75e-06,0.0934,0.268,107.047,189800,4,2,Instrumental Calm
5I3qJPMJbj8o9u5NSPTdKr,"Main Deewana Tera (From ""Arjun Patiala"")",Guru Randhawa,['bollywood'],0.732,0.895,0,-3.57,0,0.0334,0.0495,2.32e-05,0.172,0.557,109.995,194674,4,2,Instrumental Calm
1quQGAaE7XbJ5gbE2YHfdu,Sayoni Mera Mahi Meray Paag Jagawan Aa Gaya,Naseebo Lal,['ghazal'],0.535,0.905,1,-3.861,1,0.0516,0.483,0.0177,0.207,0.74,116.604,249080,4,0,Energetic Happy
1IuhUqZUpBK8SWBNhcRDtd,"Vannaviley (From""Ramanaa"")",Sadhana Sargam,['bollywood'],0.712,0.687,9,-6.003,0,0.0297,0.39,6.2e-05,0.121,0.393,121.956,315000,4,2,Instrumental Calm
5rHDz7HyJ3WovlPiwif3ve,Allay Allay,Khalid Khan Qawal,['qawwali'],0.634,0.929,1,-4.987,1,0.111,0.289,3.6e-06,0.0894,0.757,135.976,145147,4,2,Instrumental Calm
3dZq3o0w8kPYoHqIzwKFAA,Terre Naam Se,Aakanksha Sharma,['bollywood'],0.679,0.71,5,-4.733,0,0.0497,0.285,0.0059,0.138,0.665,82.055,278423,4,2,Instrumental Calm
35zWpeXJ71mprm8V9GOHpV,This Feeling - Tim Gunter Remix,The Chainsmokers,[],0.415,0.859,10,-3.809,0,0.0803,0.00611,0.00502,0.087,0.291,105.062,224013,4,0,Energetic Happy
0C7cgZrA0bmN02i4ND1tpY,Sing Your Little Heart Out - Take the Bench Demo from Pier 21,Sloan,['pop'],0.336,0.745,4,-8.926,1,0.039,0.0118,0.0,0.344,0.641,127.368,158440,4,0,Energetic Happy
06YDc5ZF8UkbtAOcQYSjeG,2002,Anne-Marie,['pop'],0.697,0.683,1,-2.881,0,0.116,0.0372,0.0,0.137,0.606,96.134,186987,4,2,Instrumental Calm
58q2HKrzhC3ozto2nDdN4z,I Like It,Cardi B,[],0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,4,2,Instrumental Calm
09ODGbb9DDn8OabDgaTOk9,Savi Mora Keen,Atta Ullah Khan Esakhelvi,['sufi'],0.351,0.742,3,-5.671,0,0.0743,0.462,0.0,0.103,0.569,177.463,556274,3,0,Energetic Happy
452exQcBAi4LQTh4nFKe9v,Main Pyar Hoon Tera Jaane Na Tu,Sonu Nigam,['bollywood'],0.591,0.5,4,-10.087,1,0.0291,0.503,2.96e-06,0.0882,0.587,99.909,296546,4,1,Dance Party
7eCt4ywZK9lgWbphHyGyCi,Qarar,Ali Haider,['sufi'],0.656,0.839,1,-5.984,1,0.0309,0.721,0.0236,0.0836,0.68,118.148,297066,4,2,Instrumental Calm
3rFgGNlgIjcSeomj3glg9j,"Vasiyakaari (From ""Pudhiya Geethai"")",Hariharan,['ghazal'],0.785,0.514,9,-11.169,1,0.0945,0.328,3.81e-06,0.0738,0.751,94.991,232673,4,2,Instrumental Calm
5nk9Z1cEOD4k5bEmCcabeX,Tumne Samjha Hame,Hariharan,['ghazal'],0.705,0.723,2,-9.207,1,0.0505,0.524,4.54e-06,0.311,0.561,103.957,264559,4,2,Instrumental Calm
0Q3xSOSYU6AbYZgGLXWGcl,Main Khuda - Female Version,Vishal Bhardwaj,['bollywood'],0.626,0.73,11,-10.965,0,0.0319,0.00265,0.0506,0.127,0.453,129.978,275061,4,2,Instrumental Calm
5DGqm7JeBgsTCjwQQKJGLR,"Yeah, I Said It",Rihanna,[],0.509,0.38,7,-7.479,1,0.158,0.547,1.21e-06,0.359,0.249,127.88,133157,4,1,Dance Party
0DYkV2X5XRyAAdfeuTmGKV,Aashiqui Mein Teri - Akbar Sami Remix,Himesh Reshammiya,['bollywood'],0.802,0.961,11,-8.751,1,0.0724,0.103,0.000508,0.0777,0.807,119.947,256000,4,2,Instrumental Calm
6qE6zm1FJlgRwClkBa1Ucj,Ajnabi,Aaroh,['sufi'],0.691,0.768,6,-8.531,0,0.0365,0.00198,0.00321,0.0939,0.496,109.982,321720,4,2,Instrumental Calm
2VxeLyX666F8uXCJ0dZF8B,Shallow,Lady Gaga,[],0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4,1,Dance Party
3wFLWP0FcIqHK1wb1CPthQ,fake smile,Ariana Grande,[],0.45,0.619,9,-7.412,1,0.372,0.329,0.0,0.319,0.427,83.3,208880,4,0,Energetic Happy
2ZkqC1bg2PTyjL1HvbFJCc,Meyyana Inbam,Sukhwinder Singh,['bollywood'],0.67,0.883,5,-4.789,1,0.0657,0.0123,0.0381,0.29,0.483,139.99,293453,4,2,Instrumental Calm
5NnLyKN9ikYfvsdkRphN91,Ehdi Cheti Ro Paye Oh,Atta Ullah Khan Esakhelvi,['qawwali'],0.751,0.93,1,-4.927,0,0.0717,0.611,0.00013,0.189,0.723,132.06,487008,4,2,Instrumental Calm
3EkzlZQCOsG0MtEN93bKa6,Ye Vaada - Professor Pyarelal / Soundtrack Version,Mohammed Rafi,['bollywood'],0.433,0.497,4,-8.77,0,0.031,0.626,3.42e-05,0.232,0.538,143.637,288280,3,1,Dance Party
2nYC0bWDBhKnnHiGI3WSg8,"Har Har Gange, Har Har Gange",Anuradha Paudwal,['bollywood'],0.557,0.651,5,-5.714,0,0.0302,0.885,0.0,0.0856,0.711,149.118,451535,4,1,Dance Party
7BpuazTJSZ90tI7gefSidD,"Kempado Kempado - From ""Yaarre Koogaadali""",Kailash Kher,['bollywood'],0.766,0.804,1,-5.679,1,0.0823,0.273,2.98e-06,0.698,0.639,114.038,270124,4,2,Instrumental Calm
1JydlGEWiwAubExgBqB0gH,Fagam Me Holi Khlele Sawaro,Raju Punjabi,['pop'],0.665,0.845,2,-10.284,1,0.053,0.181,0.000136,0.591,0.927,141.986,211601,4,0,Energetic Happy
0aG2eCph1DWmgpb7v0fXVa,Balam Kalo,Monika Sharma,['pop'],0.847,0.958,7,-3.021,0,0.176,0.366,3.49e-05,0.082,0.301,104.97,171921,4,2,Instrumental Calm
4OWQBuMoP4HXDL7qNNWuIw,Woh Ek Dard,Ghulam Ali,['sufi'],0.614,0.803,3,-5.546,1,0.0476,0.259,1.2e-05,0.362,0.517,101.997,320847,4,2,Instrumental Calm
2bQhVQbV7VBzSOPo8mbkUR,Beach House,The Chainsmokers,[],0.4,0.838,0,-4.491,1,0.0526,0.174,0.0,0.341,0.533,179.945,206120,4,0,Energetic Happy
7zVQ5rd5k9Eg14rarTxCjj,Matti Di Dheri,Sanam Marvi,['ghazal'],0.421,0.581,11,-7.442,1,0.0394,0.265,1.03e-06,0.139,0.266,136.319,318661,1,0,Energetic Happy
5LfNWsrF0zLZpf0JlmuQNX,Boom,Major Lazer,[],0.704,0.784,7,-4.463,0,0.142,0.00283,0.0,0.419,0.656,100.083,186448,4,2,Instrumental Calm
3Ajm6f4C9C70eIiouMDZur,Супердетка,Propaganda,['pop'],0.698,0.87,9,-6.838,0,0.0312,0.00456,0.000988,0.184,0.638,130.012,242707,4,2,Instrumental Calm
66xpfgJ3jgDIlnLNNszZga,No Peace,Sam Smith,[],0.67,0.535,4,-8.102,0,0.0738,0.391,3.23e-06,0.122,0.147,135.985,290373,4,2,Instrumental Calm
0FlE8awgEeaXsL07E7zN2s,Main Jeevan Tenoon Wekh Wekh Ke,Badar Ali Khan,['qawwali'],0.484,0.526,1,-16.565,1,0.116,0.453,0.00541,0.0626,0.805,121.517,930360,4,3,Acoustic Chill
0FXHCnq1zPjOxXO3C10efY,Chand Hanse Duniya,Noor Jehan,['ghazal'],0.297,0.341,5,-8.515,1,0.0307,0.899,5.32e-05,0.354,0.45,159.44,208533,3,1,Dance Party
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Juice WRLD,[],0.556,0.574,6,-7.197,0,0.222,0.364,0.0,0.341,0.211,83.969,239836,4,2,Instrumental Calm
2MUsCvUqnkKoGTnGMGnpQx,晴伝説,Shonan No Kaze,"['pop', 'reggae']",0.59,0.915,4,-3.834,1,0.0844,0.142,0.0,0.344,0.285,94.994,347453,4,2,Instrumental Calm
07Bo6LCspGBCGoiSjPb16m,Kathmandu,Johnny Madsen,['pop'],0.563,0.828,0,-5.914,1,0.0395,0.0137,6.88e-05,0.134,0.917,135.517,273947,4,2,Instrumental Calm
3KcH3ggw0SkKuzyvEtkBb6,"Sancha Tera Naam (From ""Biwi Ho To Aisi"")",Anuradha Paudwal,['ghazal'],0.418,0.909,9,-3.08,1,0.0567,0.65,0.0,0.127,0.693,77.427,280219,4,0,Energetic Happy
75noDVUJaHjoYTYzO7eLS1,Ave Maria,Beyoncé,[],0.35,0.403,0,-9.57,1,0.0279,0.786,0.0,0.114,0.201,104.957,222160,3,1,Dance Party
4HQTkZDmx5uTjSWcb1ZpGR,Dum Ali Ali,Shafqat Amanat Ali,['sufi'],0.689,0.821,9,-11.779,1,0.104,0.0523,0.00249,0.108,0.545,107.048,352679,4,2,Instrumental Calm
4duasJ4tspAce4WoATgqXT,Kinna Sohna Tainu,Nusrat Fateh Ali Khan,['sufi'],0.456,0.694,8,-9.2,1,0.074,0.135,0.000117,0.665,0.797,108.248,578220,4,0,Energetic Happy
1LClS3Bqb1OL6uGNa2D0S1,Bhagat Singh,Gurdas Maan,['sufi'],0.797,0.674,5,-6.125,0,0.0922,0.198,0.0,0.125,0.646,105.922,282586,4,2,Instrumental Calm
6Us6yScEbcwJ5SBENq7duJ,Ağır Aksak Semai (Tahirbuselik Takım: Hacı Faik Bey),Kani Karaca,['sufi'],0.256,0.464,9,-5.462,0,0.049,0.956,0.0225,0.0946,0.384,78.545,211416,4,1,Dance Party
1LPgckj1GlpfyYabKhgHlJ,Saanu Ek Pal Chain Na Aawe,Nusrat Fateh Ali Khan,['qawwali'],0.532,0.729,1,-5.309,1,0.0307,0.0906,0.000958,0.31,0.796,146.729,537004,4,0,Energetic Happy
3lhTIJepO4zHFK7sllezGz,My Old Santa Claus,Sia,[],0.621,0.885,1,-4.124,0,0.154,0.0168,0.0,0.0702,0.697,122.0,204387,4,2,Instrumental Calm
1rETLio3nMsMsG1Ro0dnWl,Mylime Sa Milujeme,Robo Grigorov,['pop'],0.601,0.562,9,-6.037,1,0.0268,0.309,9.96e-06,0.0898,0.313,135.899,222040,4,2,Instrumental Calm
4PEEOW7oYFdIY2jpJDDVjR,Je Toon Rab Noon Manunan,Nusrat Fateh Ali Khan,"['qawwali', 'sufi']",0.7,0.792,6,-6.08,1,0.0677,0.468,0.0172,0.409,0.905,105.513,406992,4,2,Instrumental Calm
5BN6tnggoZjd93lD7QA0c4,Jaag Jaag Shivshankara,Anuradha Paudwal,['ghazal'],0.443,0.381,8,-14.627,1,0.0431,0.802,0.00017,0.205,0.588,139.332,263734,3,1,Dance Party
2rPE9A1vEgShuZxxzR2tZH,"thank u, next",Ariana Grande,[],0.724,0.647,1,-5.642,1,0.0658,0.28,0.0,0.102,0.435,106.96,207333,4,2,Instrumental Calm
7JZ8Hn1v8SU4BHUkpo2w7p,Yeh Daur Jo Ke Sazaa Nahin,Roop Kumar Rathod,['sufi'],0.45,0.419,4,-10.566,1,0.0307,0.941,4.19e-05,0.341,0.713,143.047,446173,3,1,Dance Party
5Ou98MLnt4lA5Dg4xgqNHr,Wey Gujjra Terey Rangg Vich Ranggi Gayi,Noor Jehan,['bollywood'],0.686,0.545,1,-10.25,1,0.0414,0.814,1.21e-05,0.0855,0.817,120.685,217757,4,1,Dance Party
6CmYIvRQrUl4no7PXHy6uD,Jitt De Nishaan,Satinder Sartaaj,['sufi'],0.71,0.811,3,-5.252,1,0.231,0.54,0.0,0.145,0.834,152.147,329691,4,2,Instrumental Calm
07KNSOMtdtW2In7Lb0SE87,Ishq Da Val Agaya,Naseebo Lal,"['ghazal', 'sufi']",0.687,0.912,0,-7.245,1,0.114,0.162,1.18e-05,0.377,0.739,113.056,414973,4,2,Instrumental Calm
1PuQTv1Kr1gzLgVeATSuh6,Somebody Told Me,Charlie Puth,[],0.592,0.839,1,-4.944,0,0.0564,0.101,0.0,0.0528,0.457,168.501,216053,4,2,Instrumental Calm
265WwlrpO1PsLMAwJoQG1x,Lupita,Nelson Ned,['pop'],0.474,0.643,4,-7.348,0,0.0272,0.577,0.0,0.202,0.449,102.823,229467,4,0,Energetic Happy
0pfO8jNZrwjAFFsWToXvpt,"Tum Jo Aaye & Tere Bin Nahin Lagda (From ""Love In Lo-Fi Volume 1"")",Rahat Fateh Ali Khan,['sufi'],0.464,0.536,9,-9.311,1,0.0532,0.421,2.45e-05,0.173,0.581,80.194,214994,4,1,Dance Party
5R6bQw4yR1fBLuJbPDdUP0,Chupi Chupi Kache,Runa Laila,['bollywood'],0.744,0.841,8,-3.421,1,0.0407,0.854,1.58e-05,0.336,0.896,143.589,283664,4,2,Instrumental Calm
1yGrA7NxPK6PxQymRimM2O,Naseeb Mere Likh Baba,Sher Miandad Khan,['qawwali'],0.741,0.746,5,-8.265,1,0.26,0.632,0.0,0.119,0.843,94.984,572033,4,2,Instrumental Calm
4TbA9zUfQLenNshTO9la6X,Side Effects (feat. Emily Warren),The Chainsmokers,[],0.662,0.741,8,-5.256,1,0.0317,0.0013,0.0,0.566,0.532,110.032,173840,4,2,Instrumental Calm
2Sy2oGjP5RYB4cLVoDU0Gz,Delicate - Seeb Remix,Taylor Swift,[],0.68,0.821,0,-3.77,1,0.041,0.0956,0.00315,0.0826,0.571,105.986,173266,4,2,Instrumental Calm
6c3VaZZje2TmYFnV1kAz0H,"Yaar Bina Chain Kanha Ray - From ""Saaheb""",Bappi Lahiri,['bollywood'],0.82,0.517,4,-10.995,1,0.0425,0.615,0.00081,0.494,0.961,131.212,273551,4,2,Instrumental Calm
6J9rahtGREbIvYxTVXLj90,Tum Ek Gorakh Dhanda Ho,Nusrat Fateh Ali Khan,['sufi'],0.535,0.764,6,-6.867,1,0.0726,0.381,0.0,0.318,0.823,107.729,1817448,4,3,Acoustic Chill
0PowxVSTY2uh1CPc8EPKyX,Project Dreams,Marshmello,[],0.777,0.831,8,-2.129,1,0.177,0.42,0.0,0.105,0.791,160.153,167898,4,2,Instrumental Calm
0PMwsI6zCS1FwSO8uF7uHR,"Lamha Lamha - From ""Doosri Dulhan""",Kishore Kumar,['bollywood'],0.5,0.405,8,-10.318,1,0.0362,0.813,0.00773,0.345,0.532,133.117,392187,3,1,Dance Party
2yg9UN4eo5eMVJ7OB4RWj3,Survival,Drake,[],0.607,0.596,9,-9.09,0,0.358,0.133,0.0,0.123,0.149,77.324,136187,4,2,Instrumental Calm
6lqN9GYOAAB950IU8kFR6y,Jago Re Jago,Anup Jalota,['ghazal'],0.505,0.602,5,-6.955,0,0.0358,0.406,0.0,0.124,0.37,173.968,282697,4,2,Instrumental Calm
4qTqkDw55ZM6UThAwAZFbK,Aami Aaj Holam Gentalman,Abhijeet,['bollywood'],0.527,0.821,9,-8.486,0,0.108,0.596,0.000321,0.157,0.805,164.351,350483,4,0,Energetic Happy
6lP4XxHW0uh1yxFwq9JAo2,Sunn Baat Berahdey,Sanam Marvi,"['ghazal', 'sufi']",0.439,0.569,1,-7.636,1,0.0376,0.337,0.0,0.133,0.428,91.903,391520,4,0,Energetic Happy
3gdWGwupYS9im0j1B7T4Er,"Tera Naam (From ""Tera Naam"")",Kailash Kher,['sufi'],0.733,0.529,10,-12.661,1,0.0327,0.242,0.0,0.0826,0.787,120.023,427760,4,2,Instrumental Calm
07WPJ4BqKkqj0VcsSgNXbh,"Raatan Kaaliyan Chaiyan (From ""Naji"")",Zubaida Khanum,['ghazal'],0.314,0.498,1,-8.516,0,0.042,0.947,1.26e-05,0.428,0.588,140.005,199333,3,1,Dance Party
08uX2yoVzomRlm4dtk9oSJ,De Elastiekjes Man,Dimitri Van Toren,['pop'],0.622,0.525,1,-14.487,1,0.0345,0.648,0.16,0.141,0.803,83.191,270610,4,1,Dance Party
483v27PMHWBtPFyXQ3rElQ,Alone - Clean Bandit MFF Remix,Halsey,[],0.797,0.753,9,-6.042,0,0.0622,0.0571,0.00413,0.24,0.67,126.015,203636,4,2,Instrumental Calm
0dzPpe6x8I3lGZFifUISew,Tum Ek Gorakh Dhanda Ho,Nusrat Fateh Ali Khan,"['qawwali', 'sufi']",0.535,0.764,6,-6.867,1,0.0726,0.381,0.0,0.318,0.823,107.729,1817448,4,3,Acoustic Chill
5BekLihGpL6QP1z3YmRi8p,哈唎哈唎 (Harley Harley),Lowell Lo,['pop'],0.768,0.605,4,-12.957,0,0.0427,0.106,0.000462,0.0679,0.936,143.213,241947,4,2,Instrumental Calm
5f0yDmrBHPt3msA9zZxG0C,Notun Puhor,Papon,['bollywood'],0.51,0.723,7,-7.099,0,0.0387,0.0477,1.01e-06,0.167,0.352,129.963,275409,4,2,Instrumental Calm
7LJgp1F5iWg4OPPM12SlZf,"Jane De Jane De Mujhe Jane De (From ""Shola Aur Shabnam"")",Amit Kumar,['bollywood'],0.478,0.438,6,-13.695,1,0.0373,0.738,4.25e-05,0.372,0.829,153.06,311798,3,1,Dance Party
3B3iPFx9ToeLqbUrxcb4yl,Karz Chukana Hai,Nitin Mukesh,['bollywood'],0.426,0.705,0,-6.901,0,0.0495,0.138,0.000116,0.578,0.545,113.188,339560,4,0,Energetic Happy
56cU5XgtSZsNKNwigg5BsG,A Taste of Honey,Eddie Cano,['pop'],0.54,0.152,4,-19.722,0,0.0327,0.818,0.758,0.21,0.311,108.42,219280,4,4,Rap / Spoken
58TaFP5j5i9swOf584yon2,HOUSTONFORNICATION,Travis Scott,[],0.689,0.723,0,-4.052,0,0.0836,0.0985,0.0,0.158,0.288,160.042,217828,4,2,Instrumental Calm
4ncDt8HRy6jC7K3qFLp1Yw,Rast İlahi,Yekta Hakan Polat,['sufi'],0.322,0.251,5,-11.161,1,0.0361,0.989,0.435,0.0645,0.601,80.077,318280,5,4,Rap / Spoken
03fRBhA1oXSaYIflr6uZob,MAIN AASHIQ HOON BAHARON KA,Mukesh,['bollywood'],0.341,0.347,5,-15.225,1,0.043,0.791,0.000228,0.251,0.741,81.618,303960,4,1,Dance Party
7xK00yfGLNt2dLnYfTRKxq,Sapna Mera Toota,Rahat Fateh Ali Khan,"['qawwali', 'bollywood']",0.475,0.707,5,-5.707,1,0.0378,0.706,8.06e-06,0.382,0.742,150.057,350850,4,0,Energetic Happy
2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,Ariana Grande,[],0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,4,2,Instrumental Calm
4eQeiAuTwLBI5YeaEjPvbl,If I Ain't Got You - Black Eyed Peas Remix,Alicia Keys,[],0.647,0.678,7,-6.536,1,0.292,0.5,9.89e-05,0.274,0.389,97.859,194160,4,2,Instrumental Calm
5Ralw2FRyI9pyjp5zhp9Or,Mujhko Dafna Kar Woh Jab,Shahid Ali Khan,['qawwali'],0.505,0.649,6,-5.857,1,0.0966,0.592,6.36e-05,0.118,0.764,165.445,446425,3,0,Energetic Happy
2R1SAwD9ghptx1fA9kg1q9,Side Effects,The Chainsmokers,[],0.662,0.741,8,-5.256,1,0.0317,0.0013,0.0,0.566,0.532,110.032,173840,4,2,Instrumental Calm
7krjnlTFuibUkOCUuNczXk,Dil Mein Chhupa Loonga,Meet Bros.,['bollywood'],0.607,0.658,11,-7.152,0,0.0305,0.573,0.000988,0.109,0.383,81.003,331826,4,2,Instrumental Calm
4tTcS8Bkc1w8JAeT04LLBZ,Ni Main Jaana Jogi De Naal,Nusrat Fateh Ali Khan,['qawwali'],0.502,0.672,5,-7.132,1,0.0805,0.655,9.49e-06,0.597,0.58,115.486,799717,4,0,Energetic Happy
1KulPmYlsw6XJro1ZqthY8,Are Baba Ye Dil Kyon,Kumar Sanu,['bollywood'],0.607,0.709,7,-8.845,1,0.0418,0.729,0.00039,0.12,0.93,128.935,260627,4,2,Instrumental Calm
3ljGbY5Wz1gX29P3Fol0fx,Paison Ka Dher Hai,Jani Babu,['qawwali'],0.642,0.502,8,-10.204,1,0.131,0.825,6.48e-05,0.125,0.921,115.199,353400,4,1,Dance Party
