id,name,artist,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,cluster_label
65jiLwJyp59VcDxqc8dwPA,A Sziget,Kelemen Kabátban,['pop'],0.731,0.776,0,-4.585,1,0.0359,0.0653,3.85e-05,0.117,0.337,114.983,198000,4,2,Instrumental Calm
5zYEmWpgLoo6PKPjpupw3Y,Je Pyar Na Miliya Tera,Sher Miandad Khan,['qawwali'],0.652,0.839,0,-5.645,1,0.13,0.151,0.0,0.138,0.951,80.487,337846,4,2,Instrumental Calm
1I0Lw0hb34MRLmua1NYJcW,Multani Kangan,Naseebo Lal,['ghazal'],0.715,0.962,4,-1.852,0,0.0617,0.264,0.0018,0.345,0.901,99.991,238000,4,2,Instrumental Calm
4oZ1Yb3hFnU3x4kDbC3b1e,Bhardo Jholi Meri,Aziz Mian,['qawwali'],0.487,0.948,6,-7.966,1,0.272,0.475,0.0,0.737,0.562,117.926,1753292,4,3,Acoustic Chill
36ljZfF2yXyczWANEgv9LQ,Jane Wafa Jane Jahan,Lata Mangeshkar,['bollywood'],0.302,0.517,5,-11.202,1,0.0468,0.973,0.866,0.43,0.614,77.464,432009,3,4,Rap / Spoken
7DxdfkNnZ0KW4OTOPtp1X8,Woh jo hum mein tum mein,Nayyara Noor,['sufi'],0.405,0.359,0,-12.289,1,0.0377,0.96,0.00337,0.0761,0.331,146.389,305320,1,1,Dance Party
1hHbmfNfXIwHyHCYO8ae3I,Hard White,Nicki Minaj,[],0.761,0.736,2,-3.403,1,0.212,0.08,0.0272,0.145,0.273,173.947,193893,4,2,Instrumental Calm
5EjmeS7B08WpS0qUXhwA6N,Hum Deewane,Anuradha Paudwal,['ghazal'],0.611,0.856,7,-9.602,1,0.0844,0.188,0.0,0.306,0.547,125.017,304080,4,2,Instrumental Calm
19tR7gUutqhrZgN2oecNae,You Can Cry - SUMR CAMP Remix,Marshmello,[],0.805,0.815,11,-6.246,0,0.0686,0.147,0.0432,0.368,0.215,124.033,174533,4,2,Instrumental Calm
7wpmmQClOfgg6N8fH7eSIG,Tere Hijr Mein Mujhe Ae Sanam,Sabri Brothers,['qawwali'],0.439,0.324,8,-17.796,1,0.105,0.915,0.000226,0.0943,0.617,78.134,853347,4,1,Dance Party
04OERuULAbFq54j25v5dZ4,Finesse (James Hype Remix) [feat. Cardi B],Bruno Mars,[],0.698,0.76,5,-5.798,0,0.106,0.28,3.63e-05,0.0577,0.793,122.877,235732,4,2,Instrumental Calm
6ntttl8PUov1ZEp6czukuH,Girls Like You (feat. Cardi B) - TOKiMONSTA Remix,Maroon 5,[],0.763,0.702,7,-8.041,1,0.0475,0.105,4.64e-05,0.175,0.253,124.891,213594,4,2,Instrumental Calm
1pE3fQMxWLfOIZV30cZj2L,Shala Jeeveyn Shaala Jeeveyn,Noor Jehan,['ghazal'],0.584,0.799,7,-11.717,1,0.0952,0.98,0.819,0.544,0.909,96.332,208800,4,4,Rap / Spoken
4icX2FGsA6UolG5jtkKloB,Sun Le Re (Reprise),Papon,['bollywood'],0.534,0.672,2,-6.966,1,0.0317,0.0952,3.44e-06,0.137,0.232,136.018,238288,4,2,Instrumental Calm
6CmYIvRQrUl4no7PXHy6uD,Jitt De Nishaan,Satinder Sartaaj,['sufi'],0.71,0.811,3,-5.252,1,0.231,0.54,0.0,0.145,0.834,152.147,329691,4,2,Instrumental Calm
4NMULwKJ27foIbwGizeLMl,Tere Sapne Mere Sapne - Chitra Singh Version,Jagjit Singh,['sufi'],0.395,0.583,8,-8.477,0,0.0334,0.493,0.018,0.063,0.461,133.156,314000,3,0,Energetic Happy
4Zoms2UsGT5sSHunaVCr8f,Bujhi Hui Shama,Munni Begum,"['ghazal', 'sufi']",0.408,0.443,6,-13.973,1,0.127,0.903,4.23e-05,0.685,0.663,104.897,366000,4,1,Dance Party
3ZbJMlEL4Kcme0ONRO7Slx,You Can Cry,Marshmello,[],0.491,0.617,4,-4.545,0,0.147,0.0974,0.0,0.27,0.17,126.816,194533,5,2,Instrumental Calm
2C2hAmwoqORmIyjvOGFMD9,Karo Nigaawan Laal Qalandar,Abida Parveen,['sufi'],0.738,0.942,8,-3.489,1,0.0735,0.213,3.18e-06,0.328,0.882,140.02,436428,4,2,Instrumental Calm
6wZXwJHqvsHtl3tSHfWZdg,Nami Danam Ch Manzil Bood,Nusrat Fateh Ali Khan,['qawwali'],0.506,0.901,2,-4.983,1,0.3,0.648,3.4e-05,0.357,0.905,107.092,385044,4,0,Energetic Happy
7cUTPnXgWK3AeibCkXqqxK,Main Na Hindu Na Musalman,Jagjit Singh,['bollywood'],0.688,0.496,11,-17.637,0,0.0325,0.582,0.0227,0.0963,0.745,120.102,315413,4,1,Dance Party
5PughkhdtqpoLMIEOlSPP1,Malli Kuyave,Hariharan,['ghazal'],0.598,0.667,9,-8.223,1,0.0704,0.559,0.0,0.11,0.66,169.949,371931,4,2,Instrumental Calm
280aF3U2uDbZZuTfvXNB6t,Mein Neel Karaiyan,Arif Lohar,['sufi'],0.706,0.922,1,-5.599,1,0.0487,0.121,0.0112,0.277,0.918,119.059,245094,4,2,Instrumental Calm
4FDPmcRlig8VKV5WGy4Ny9,Meri Bigri Bana De,Sain Zahoor Ahmed,['sufi'],0.717,0.81,1,-8.004,1,0.0612,0.571,0.000319,0.0874,0.853,82.901,425162,4,2,Instrumental Calm
64BWkOjyNcmXoWH0b0Wq4R,TREAT MYSELF,Meghan Trainor,[],0.689,0.684,8,-4.561,1,0.0463,0.00284,0.0,0.758,0.692,107.989,173767,4,2,Instrumental Calm
7d3efJH6BOKUKUt7fVovn9,Better When You're Gone - Extended Mix,David Guetta,[],0.697,0.809,1,-3.771,0,0.039,0.00823,0.000288,0.049,0.541,128.007,339395,4,2,Instrumental Calm
5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),Calvin Harris,[],0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4,2,Instrumental Calm
2sVcBPFPnlkusvnFDV75da,Ela É Sincera,Expresso 86,['pop'],0.63,0.789,4,-3.686,0,0.0305,0.00635,0.0,0.156,0.848,125.098,189871,4,2,Instrumental Calm
7C5atbXdv6nTkjlEKp4jLX,Know No Better,Major Lazer,[],0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,225850,4,2,Instrumental Calm
1haidI5i1Rg9GNX1LU3RrZ,Tere Kamrech Iko Char Payi,Naseebo Lal,"['ghazal', 'sufi']",0.814,0.767,8,-9.243,0,0.0721,0.36,0.0014,0.129,0.902,126.443,245022,4,2,Instrumental Calm
07Bo6LCspGBCGoiSjPb16m,Kathmandu,Johnny Madsen,['pop'],0.563,0.828,0,-5.914,1,0.0395,0.0137,6.88e-05,0.134,0.917,135.517,273947,4,2,Instrumental Calm
1yr8bvOuWtDsa6zYBi4lYZ,Bad Together,Dua Lipa,[],0.703,0.628,5,-6.349,0,0.0284,0.0076,0.0,0.471,0.425,103.983,238827,4,2,Instrumental Calm
2jB9QaPJyVdz2Q0Va8rrnU,I Got You,Bebe Rexha,[],0.606,0.887,9,-4.782,0,0.052,0.0498,3.47e-06,0.0958,0.349,97.972,191787,4,2,Instrumental Calm
6Us6yScEbcwJ5SBENq7duJ,Ağır Aksak Semai (Tahirbuselik Takım: Hacı Faik Bey),Kani Karaca,['sufi'],0.256,0.464,9,-5.462,0,0.049,0.956,0.0225,0.0946,0.384,78.545,211416,4,1,Dance Party
1oncROU5dzuvOsj3ni3ZEc,Joler Kanna,Anup Jalota,['bollywood'],0.571,0.788,7,-4.579,1,0.0396,0.424,1.32e-06,0.121,0.565,96.073,325632,4,2,Instrumental Calm
6w0tPY3QM8su7KAz3IYegn,Why don't you RELAX?,9nine,['pop'],0.757,0.906,4,-4.489,0,0.053,0.0385,0.000819,0.418,0.588,122.998,246027,4,2,Instrumental Calm
1NX2tbIjXPn3AE6rh0q4Ll,Mawashi Geri,Whitest Taino Alive,['pop'],0.732,0.762,11,-6.827,0,0.09,0.0294,3.84e-06,0.383,0.807,116.965,192821,4,2,Instrumental Calm
5CAhAERHwbgYiWvMHClZ6k,Dil Hi To Hai,Chitra Singh,['ghazal'],0.461,0.628,1,-8.316,1,0.0343,0.565,0.000239,0.0715,0.735,115.118,309243,3,0,Energetic Happy
4FA8GD0xIwIHoExnGOdRoP,Aa Seetadevi Navvula,Arijit Singh,['bollywood'],0.596,0.527,9,-8.489,1,0.0596,0.842,0.0,0.107,0.405,139.866,255876,4,1,Dance Party
3UP4tYlgEes6TajBXh8faH,Ball For Me,Post Malone,[],0.775,0.527,6,-4.213,0,0.296,0.511,0.0,0.0799,0.474,133.953,206267,4,2,Instrumental Calm
6LJSVq3PcWXd8ogmmNN4e6,Chan Chana Chan,Naseebo Lal,['sufi'],0.667,0.844,0,-6.359,1,0.218,0.212,0.0148,0.31,0.851,176.139,316399,3,2,Instrumental Calm
3s13aStJhLnznWgfBlUrDY,Dhamal,Naseebo Lal,['ghazal'],0.54,0.901,6,-3.839,0,0.0772,0.172,0.000285,0.405,0.644,96.016,489895,4,0,Energetic Happy
5ymRnY0s6u48iwRcPdtSo7,Mere Samnewali Khidki Mein (Remix),Kishore Kumar,['bollywood'],0.648,0.882,8,-5.37,1,0.18,0.686,0.0599,0.162,0.85,139.804,126500,4,2,Instrumental Calm
07BCtoJYFOi8Nfco4ZrtZb,Just Dance,Lady Gaga,[],0.825,0.717,1,-5.26,0,0.0318,0.0252,7.77e-06,0.189,0.716,118.98,242333,4,2,Instrumental Calm
3udf9GARXVn7GFT3WUCNb9,Sadde Dil Te Churriyaan Chalaiyaan,Daler Mehndi,['bollywood'],0.845,0.91,11,-7.603,1,0.192,0.135,0.0019,0.0546,0.908,103.964,196392,4,2,Instrumental Calm
0EDi7VqEyrWn8pIGD3LKFF,Card,Miss Pooja,['pop'],0.853,0.888,2,-5.502,1,0.1,0.00458,5.03e-06,0.149,0.95,135.921,328258,4,2,Instrumental Calm
4NKgQWzVpG2fvSZ0MqgXL1,Kaisa Khil Ryaa Phool Hazaraa,Dilraj Kaur,['bollywood'],0.576,0.875,8,-2.382,1,0.234,0.929,0.872,0.722,0.867,98.977,200520,4,4,Rap / Spoken
7JZ8Hn1v8SU4BHUkpo2w7p,Yeh Daur Jo Ke Sazaa Nahin,Roop Kumar Rathod,['sufi'],0.45,0.419,4,-10.566,1,0.0307,0.941,4.19e-05,0.341,0.713,143.047,446173,3,1,Dance Party
2sMYwagfkYyNTA7s63Mnn0,Mes paukščiai,Naktinės Personos,['pop'],0.549,0.756,9,-13.166,1,0.0299,0.016,0.577,0.387,0.382,125.805,273319,4,4,Rap / Spoken
05K3fqqAsnDUcpAfzRasNq,O Priya Priya,Anuradha Paudwal,['ghazal'],0.323,0.604,1,-8.735,0,0.0387,0.919,0.00332,0.165,0.397,147.288,363174,4,0,Energetic Happy
4PEEOW7oYFdIY2jpJDDVjR,Je Toon Rab Noon Manunan,Nusrat Fateh Ali Khan,"['qawwali', 'sufi']",0.7,0.792,6,-6.08,1,0.0677,0.468,0.0172,0.409,0.905,105.513,406992,4,2,Instrumental Calm
0BMECA4oSHxXNAe3uMgCE1,Om Jai Lakshmi Mata Aarti,Anuradha Paudwal,['ghazal'],0.529,0.732,6,-6.097,1,0.0488,0.232,0.0,0.235,0.95,95.689,309428,4,0,Energetic Happy
65jiLwJyp59VcDxqc8dwPA,A Sziget,Kelemen Kabátban,['pop'],0.731,0.776,0,-4.585,1,0.0359,0.0653,3.85e-05,0.117,0.337,114.983,198000,4,2,Instrumental Calm
7wB2CEoKWhiZRicdWKU7F3,Saiyaan,Abida Parveen,['sufi'],0.575,0.849,5,-8.272,0,0.172,0.469,0.00015,0.355,0.66,169.143,417381,4,0,Energetic Happy
10weZJAxhY2E4n1a3czI16,Lar Gayi Lar Gayi Teri Akh,Shazia Manzoor,"['ghazal', 'sufi']",0.477,0.505,11,-10.08,0,0.0715,0.728,0.0343,0.505,0.779,156.591,284643,4,1,Dance Party
6ojpH05fF3NLIQuz82Q0zQ,Meri Chuni De Sitarey - Crime Fighter,Naseebo Lal,['ghazal'],0.682,0.818,1,-7.15,1,0.0819,0.458,1.6e-05,0.388,0.96,160.039,337344,4,2,Instrumental Calm
1jQi0IyQL0ZsUinjty43nk,The Way - Spanglish Version,Ariana Grande,[],0.712,0.889,5,-2.433,0,0.123,0.405,0.0,0.0864,0.857,82.51,226560,4,2,Instrumental Calm
5KwO40SuQ1xoIWc9WV46je,"Roothe Ho Tum (from ""Aina"")",Nayyara Noor,['sufi'],0.25,0.619,0,-7.075,0,0.0343,0.979,0.0121,0.155,0.394,157.012,210307,3,0,Energetic Happy
25QIiy474IuIGBZyTf5Usv,Chan Kithan Guzari,Atta Ullah Khan Esakhelvi,['qawwali'],0.799,0.692,9,-8.342,1,0.0554,0.565,0.000218,0.0961,0.487,108.682,370267,4,2,Instrumental Calm
7DDo6409nQiGNGYpyO3evd,"Blockbuster (From ""Sarrainodu"")",Shreya Ghoshal,['bollywood'],0.771,0.917,8,-7.103,1,0.0979,0.772,0.0447,0.204,0.696,82.002,304988,4,2,Instrumental Calm
7fVUZRfQ33ExAs84yPziNO,You & I,SHINee,['pop'],0.612,0.543,0,-7.315,0,0.0769,0.266,0.0,0.105,0.231,83.967,184366,4,2,Instrumental Calm
3gdWGwupYS9im0j1B7T4Er,"Tera Naam (From ""Tera Naam"")",Kailash Kher,['sufi'],0.733,0.529,10,-12.661,1,0.0327,0.242,0.0,0.0826,0.787,120.023,427760,4,2,Instrumental Calm
1D2L6MefbXon28PzIk9I3r,92 Explorer,Post Malone,[],0.802,0.743,7,-4.82,0,0.0474,0.269,1.36e-06,0.121,0.877,146.03,211427,4,2,Instrumental Calm
5cjwMtWieH57DwbWVBhHCe,Hansta Hua Noorani Chehra,Lata Mangeshkar,['bollywood'],0.475,0.58,7,-8.887,1,0.155,0.726,0.00136,0.458,0.813,127.725,220400,4,0,Energetic Happy
4e4fqjx0Izh4svvTef1z7e,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,[],0.642,0.772,10,-6.61,1,0.0848,0.0476,0.0,0.0646,0.589,153.995,164205,4,2,Instrumental Calm
7Ci5OmDrd5rFsHIkIjmSzR,Devi Renuka Mauli,Anuradha Paudwal,['ghazal'],0.674,0.54,6,-9.641,0,0.0431,0.683,0.0,0.229,0.84,107.669,290345,4,1,Dance Party
1sV3BBYDKQYJyYoTidUWR7,OTW - BURNS Version,Khalid,[],0.782,0.827,4,-3.017,0,0.0587,0.0664,0.0599,0.0728,0.424,135.031,247138,4,2,Instrumental Calm
3XIi6msH1YV5Nncnz07mIj,Tere Jeya Hor Disda,Siddharth Slathia,['bollywood'],0.684,0.891,5,-3.84,1,0.0467,0.27,0.0,0.301,0.781,95.066,275368,4,2,Instrumental Calm
5RyF5j6WZvkF3Gi7rm54VA,Ho Gaya Hai Ishak Hume Ho Gaya Hai,Javed Ali,['bollywood'],0.567,0.516,10,-3.7,1,0.115,0.673,0.0,0.125,0.455,171.697,295863,4,1,Dance Party
483v27PMHWBtPFyXQ3rElQ,Alone - Clean Bandit MFF Remix,Halsey,[],0.797,0.753,9,-6.042,0,0.0622,0.0571,0.00413,0.24,0.67,126.015,203636,4,2,Instrumental Calm
1haidI5i1Rg9GNX1LU3RrZ,Tere Kamrech Iko Char Payi,Naseebo Lal,"['ghazal', 'sufi']",0.814,0.767,8,-9.243,0,0.0721,0.36,0.0014,0.129,0.902,126.443,245022,4,2,Instrumental Calm
72n3z24Nh21DgU11G7TMQG,Hanuman Chalisa Superfast Speed Up,Brijesh Shandilya,['sufi'],0.695,0.815,4,-10.104,1,0.0545,0.347,3.69e-06,0.14,0.565,149.971,201600,4,2,Instrumental Calm
12MjumEN1yOP2mCuDVQxv6,Haq Ali Haq - Remix,Nusrat Fateh Ali Khan,['qawwali'],0.678,0.883,11,-6.344,1,0.0472,0.226,2.31e-05,0.127,0.613,92.577,425731,4,2,Instrumental Calm
2B9rafHNGPpnaAtqTcbrFL,All About That Bass,Meghan Trainor,[],0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,188754,4,2,Instrumental Calm
09s65KcHa2ns0Zyd6rs8Jx,Sanu Ik Pal Chain Na Aawe,Rahat Fateh Ali Khan,['qawwali'],0.469,0.78,5,-6.55,1,0.0409,0.222,0.139,0.39,0.756,136.117,508772,4,0,Energetic Happy
4SDxY0zOFIJKmLcUFZ1CrQ,Khat Likhan,Atta Ullah Khan Esakhelvi,['ghazal'],0.692,0.876,9,-7.08,1,0.0448,0.245,0.00744,0.115,0.92,108.106,458619,4,2,Instrumental Calm
30K8R3fFFvONm0cPhukuAJ,Veysel Karani,Ahmed Şahin,['sufi'],0.563,0.401,11,-9.592,0,0.0327,0.761,0.0,0.503,0.57,89.939,290133,4,1,Dance Party
2KwhvDmd1pfAUl52QUETDo,Gayatri Mantra (Om Bhur Bhuvah Swaha),Suresh Wadkar,['bollywood'],0.439,0.239,7,-10.885,1,0.0321,0.898,3.67e-06,0.0871,0.206,91.004,461610,4,1,Dance Party
00AvRdWAm4Vk1aBvYSlrSp,Super Man,Alisha Chinai,['bollywood'],0.511,0.771,10,-8.615,1,0.0505,0.337,1.09e-06,0.601,0.745,157.496,290027,4,0,Energetic Happy
7BpuazTJSZ90tI7gefSidD,"Kempado Kempado - From ""Yaarre Koogaadali""",Kailash Kher,['bollywood'],0.766,0.804,1,-5.679,1,0.0823,0.273,2.98e-06,0.698,0.639,114.038,270124,4,2,Instrumental Calm
60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),Eminem,[],0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,4,2,Instrumental Calm
524wvipGqxPKYWxkjf9y46,Little Bit (feat. Lykke Li),Drake,[],0.758,0.888,11,-4.899,0,0.0374,0.0999,0.0336,0.661,0.771,120.392,230484,4,2,Instrumental Calm
57WZfcBYoU1xNX00qDS9RW,Tede Waal Challe Challe,Attaullah Khan,['ghazal'],0.743,0.846,6,-6.027,1,0.0406,0.587,0.0996,0.178,0.851,112.009,465612,4,2,Instrumental Calm
3JRsajLzYliGLynAH9ipb5,"Gulabi 2.0 (From ""Noor"")",Amaal Mallik,['bollywood'],0.701,0.941,10,-5.978,0,0.039,0.02,7.65e-06,0.656,0.786,118.995,212237,4,2,Instrumental Calm
6JcapnANDACcO8IY11ZZ6a,Jheel Mein Chand Nazar Aaye,Pankaj Udhas,['ghazal'],0.533,0.42,4,-7.892,1,0.0294,0.854,0.00387,0.143,0.354,89.662,305987,4,1,Dance Party
5dzsIXvca6TvTUNbyz2yV8,Peeli Pati Lachi Wala,Noor Jehan,['ghazal'],0.609,0.767,4,-7.497,0,0.0728,0.713,0.661,0.427,0.908,78.344,266994,4,4,Rap / Spoken
6GP4Lzs7igkABFELcIieEn,Aa Meda Jaani Ik Gal Karan,Atta Ullah Khan Esakhelvi,['sufi'],0.713,0.708,3,-7.159,0,0.0415,0.634,0.185,0.0486,0.824,138.419,500187,4,2,Instrumental Calm
58TaFP5j5i9swOf584yon2,HOUSTONFORNICATION,Travis Scott,[],0.689,0.723,0,-4.052,0,0.0836,0.0985,0.0,0.158,0.288,160.042,217828,4,2,Instrumental Calm
01U9cggfSQpH8jJKnOHVOy,Dairo-Haram,Jagjit Singh,['ghazal'],0.576,0.811,7,-7.428,1,0.0369,0.462,0.00329,0.167,0.953,173.996,277680,4,0,Energetic Happy
2GoLbyGzBYqDBq65hWs5ml,Alone - CID Remix,Halsey,[],0.711,0.798,2,-4.115,0,0.0577,0.0223,1.71e-05,0.185,0.641,124.967,226562,4,2,Instrumental Calm
0JV0VFAmiaV6iZZhDJ3Rc9,Alvida - Remix,Kailash Kher,['sufi'],0.592,0.88,3,-6.873,0,0.0298,0.0826,0.321,0.0614,0.801,130.001,260168,4,2,Instrumental Calm
4puj61OSNE1ck1TMHN3Hjf,Tasnife Laleh,Shahram Nazeri,['sufi'],0.395,0.281,0,-9.854,1,0.0394,0.884,0.000159,0.0601,0.437,120.003,500376,4,1,Dance Party
7eozrxGuIkSpnGferUc5XJ,Happier - Hikeii Remix,Marshmello,[],0.756,0.882,7,-2.817,1,0.0601,0.0548,0.0,0.177,0.562,129.959,186499,4,2,Instrumental Calm
2AWhMNiapSSnxP3TB1dt4a,I'm That Bitch (feat. Saweetie),David Guetta,[],0.826,0.834,1,-5.856,0,0.104,0.012,0.0133,0.12,0.902,122.992,194627,4,2,Instrumental Calm
7jgTLVzoAg3Cz3dxURjGfv,Mata Ki Darbaar,Anuradha Paudwal,['ghazal'],0.419,0.592,0,-5.466,1,0.0563,0.765,0.0,0.137,0.854,80.112,329853,4,0,Energetic Happy
1ilViqZloUL8QpiUVEe8vc,Believer (AIR250),Major Lazer,[],0.578,0.896,8,-4.524,0,0.0592,0.0766,0.000219,0.339,0.74,144.968,185000,4,2,Instrumental Calm
4b7mLZQWsy0rLnrMtPA9fQ,borderline (feat. Missy Elliott),Ariana Grande,[],0.761,0.818,6,-5.238,0,0.0978,0.058,0.0,0.11,0.348,110.99,177533,4,2,Instrumental Calm
4y3sKq0cMniXZRslO9b4jC,Nami Danam,Sabri Brothers,['qawwali'],0.375,0.563,8,-14.267,1,0.1,0.947,0.107,0.138,0.432,116.568,347000,4,1,Dance Party
15Mx5TOvpM4B620WQ0OznP,Yandı Gönlüm Mustafanın Aşkına,Mehmet Kemiksiz,['sufi'],0.417,0.484,7,-6.813,1,0.0318,0.546,0.0689,0.117,0.472,120.118,198448,4,1,Dance Party
73KdBv1wjbr00x9eucZsit,Panga,Diljit Dosanjh,['bollywood'],0.685,0.724,1,-4.983,0,0.273,0.126,0.0,0.463,0.266,159.98,282285,4,2,Instrumental Calm
