id,name,artist,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,cluster_label
4VGUWnfa85yzlm560TEt7G,Prakat Hui Maa,Suresh Wadkar,['bollywood'],0.597,0.786,10,-7.783,0,0.0546,0.515,0.0,0.383,0.956,103.054,267424,4,0,Energetic Happy
3T17XjHdrICPdzyHF3KlhZ,Pani Ki Chadron Se (2023 Remastered),Sajjad Ali,['sufi'],0.606,0.771,11,-9.906,1,0.0329,0.0466,0.0347,0.355,0.659,100.176,414353,4,2,Instrumental Calm
0RmEvvW1IbEW69MR3sqjG2,Kane Me,Otherview,['pop'],0.691,0.881,11,-3.676,0,0.0512,0.0104,0.0,0.33,0.552,156.061,191960,4,2,Instrumental Calm
6kxvhHRIBrwR1fNYqAFaNg,Sharabi Ja,Lata Mangeshkar,['bollywood'],0.467,0.472,3,-12.677,1,0.103,0.832,0.296,0.309,0.873,135.544,265600,4,1,Dance Party
4cAG58iGj7cEDBgwi5vQMx,Tum Naraz Ho,Sajjad Ali,['sufi'],0.519,0.525,3,-11.652,1,0.0349,0.686,0.00672,0.152,0.407,111.303,419613,4,1,Dance Party
0vcWBc2ZJADF8zS8YTxctM,Kash Yeh Duaa Meri,Amjad Sabri,['qawwali'],0.381,0.829,6,-5.749,1,0.0909,0.568,0.0,0.393,0.599,170.821,347784,3,0,Energetic Happy
1iPoKQ7HdU7Fih4NE5rIY5,Raj Wekh Liye Data Non,Sher Miandad Khan Qawwal,['qawwali'],0.515,0.868,0,-5.685,1,0.05,0.526,1.94e-06,0.226,0.941,122.744,611558,4,0,Energetic Happy
59tCtWJnK91yQU1Z68Rttk,Hasta el cielo,Andrés Calamaro,['pop'],0.711,0.487,7,-7.263,1,0.0324,0.305,1.29e-06,0.201,0.954,81.597,140930,4,2,Instrumental Calm
57iDy0t6KHmyWRgfXv2qoL,Dilan De Sode Kitay Nain,Javed Bashir,"['qawwali', 'sufi']",0.515,0.618,6,-13.413,1,0.149,0.322,0.0,0.31,0.866,94.279,905073,4,3,Acoustic Chill
7xQr232ujJVxWX37fLdZRT,Chenda Kane Chenda,Kailash Kher,['bollywood'],0.528,0.778,9,-6.828,1,0.0966,0.233,0.0,0.284,0.793,122.967,279827,4,0,Energetic Happy
0T5xmhpJMRiQepk2E0JIGk,Hum To Mashhor Hue Hain,Anuradha Paudwal,['bollywood'],0.384,0.448,5,-9.896,1,0.0345,0.906,3.66e-05,0.085,0.604,181.064,309227,4,1,Dance Party
4hU6cvmz18OGzJOS6FycoO,Na Kisi Ki Aankh Ka,Mehdi Hassan,['ghazal'],0.491,0.221,1,-18.19,0,0.0307,0.954,0.0126,0.228,0.467,111.189,357000,4,1,Dance Party
4lbuA9ReWFi11YaprlqVHQ,"Likha Hai Teri Ankhon Mein (From ""Teen Devian"")",Lata Mangeshkar,['bollywood'],0.465,0.478,6,-9.789,1,0.0562,0.951,0.000494,0.142,0.945,161.673,255533,4,1,Dance Party
3DC32LAuRjMRfDzGnG8wP8,Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Extended Mix,David Guetta,[],0.744,0.639,1,-5.811,1,0.142,0.0113,0.0,0.047,0.596,147.992,236848,4,2,Instrumental Calm
0MxZqRxjv6OJSgYX8Pl5y1,Main Pyar Banu Tera Dilbar,Anuradha Paudwal,['ghazal'],0.511,0.613,2,-8.605,1,0.0305,0.683,0.000392,0.628,0.72,135.011,319960,4,0,Energetic Happy
1hGUadsGOFLZ6TXqpn1bGD,Leh De Menu TV Balma,Reshma,['sufi'],0.519,0.543,8,-12.41,0,0.0453,0.699,0.0,0.321,0.773,104.255,412473,4,1,Dance Party
0LNjcShyokSftNZID8TekZ,Rang,Fareed Ayaz Abu Muhammad Qawwal,['qawwali'],0.542,0.408,6,-13.488,1,0.0726,0.723,0.0,0.45,0.731,109.619,745707,4,1,Dance Party
4XuPJpDEh4wFonGri6RzlJ,Apne Hi Rang Mein Rang Do Sabir - Islamic,Rais Anis Sabri,['qawwali'],0.602,0.526,8,-11.448,1,0.26,0.725,0.0,0.328,0.91,103.511,880039,4,3,Acoustic Chill
711gt65lkV8fxdYs0FYzQm,"Tumse Mila Tha Pyar - From ""Khatta Meetha""",Lata Mangeshkar,['bollywood'],0.417,0.519,9,-6.773,1,0.0413,0.765,0.0483,0.118,0.648,144.431,234773,4,1,Dance Party
10kb5eApW2WUfPDroGyJ3R,Dil Diyaan Mann Kay Choorra Chhankay,Noor Jehan,['ghazal'],0.463,0.475,10,-11.859,0,0.0627,0.97,0.0391,0.448,0.895,177.985,251429,4,1,Dance Party
2GelJAONleRBBNLbsI2gDN,Dum Dum Maar Bum Bum,Anuradha Paudwal,['ghazal'],0.612,0.655,1,-9.559,1,0.099,0.726,0.0,0.483,0.926,170.03,367954,4,0,Energetic Happy
3PBv55RawnCZMwdKr9RHEs,Jutt (Original Motion Picture Soundtrack),Mika Singh,['bollywood'],0.84,0.71,4,-6.847,1,0.164,0.457,1.95e-06,0.166,0.845,125.097,211680,4,2,Instrumental Calm
154zlVDOk9LbkBZ9pGQ8JT,Yeh Pyar Tha Ya Kuchh Aur Tha,Sudha Malhotra,['bollywood'],0.278,0.676,2,-7.546,1,0.0784,0.602,1.19e-05,0.427,0.342,187.221,431200,4,0,Energetic Happy
4R07KIkFvSZ8MmGs0IyS1N,Je Toon Rab Nahin Te Rab Das - Complete Original Recording,Nusrat Fateh Ali Khan,"['qawwali', 'sufi']",0.502,0.746,1,-5.727,1,0.0623,0.752,0.000144,0.661,0.682,147.288,837953,4,0,Energetic Happy
0stvz0y5jQMn4KyTAv3ALs,Ya Ghous Paak Aj Karam Karo,Maulvi Haider Hassan Qawwal,['qawwali'],0.5,0.76,2,-4.613,1,0.0935,0.305,1.88e-05,0.361,0.941,187.221,880620,4,0,Energetic Happy
4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,Camila Cabello,[],0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,157.923,226973,4,2,Instrumental Calm
2S0PSTnv7mgsVUFqKWQC8e,"Kabhi Jo Baadal Barse (From ""Jackpot"")",Arijit Singh,['bollywood'],0.452,0.449,0,-6.702,0,0.0293,0.261,0.0,0.143,0.215,149.802,254300,4,2,Instrumental Calm
4ZlqbRfLEkL44BPR1Qacu2,Tere Bina Chan Sajna,Naseebo Lal,['ghazal'],0.522,0.746,5,-5.451,0,0.0463,0.633,0.00375,0.22,0.767,155.947,395250,4,0,Energetic Happy
6eiztdXRkooWsBt2xToMWI,Make Believe,Juice WRLD,[],0.465,0.84,0,-4.35,1,0.0722,0.125,0.0,0.138,0.672,83.981,142026,4,0,Energetic Happy
5ahiRBoMhl2oMk1dhP5DhM,Dhole De Gal Wich,Atta Ullah Khan Esakhelvi,['ghazal'],0.795,0.777,0,-9.108,1,0.0485,0.419,0.0,0.168,0.864,124.309,474050,4,2,Instrumental Calm
1LtHjULyfektuVIew3U7o2,Prem Baan Jogi,Shubha Mudgal,['sufi'],0.386,0.721,1,-8.923,1,0.0671,0.133,2.41e-06,0.0778,0.399,120.308,628733,4,0,Energetic Happy
0lYHxNBqTGb6WqPac0h0Vt,Dil e Naadan,Abida Parveen,['ghazal'],0.516,0.442,10,-11.812,0,0.0484,0.149,0.0114,0.077,0.672,171.91,484785,4,2,Instrumental Calm
4jvr23iZUFVPKodAnhOhvD,"Ek Din Aap (From ""Yes Boss"")",Alka Yagnik,['bollywood'],0.462,0.375,4,-13.184,1,0.0309,0.642,0.0,0.189,0.612,145.35,266067,3,1,Dance Party
4edS9dC0JPBlSS4p4gMOT0,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,[],0.539,0.651,1,-5.304,1,0.0432,0.0651,0.0,0.0662,0.474,133.159,199227,4,2,Instrumental Calm
5EGMqeOpiIesWc9D0p9KPz,Akhiyan Udeek Diyan,Gurdas Maan,['sufi'],0.548,0.948,1,-4.049,1,0.117,0.00332,0.0,0.0697,0.607,172.896,568800,4,2,Instrumental Calm
1PrjE300mujwBupIy3HORv,Main Kuch Bhi Nahi,Nazir Ejaz Faridi Qawwal,['qawwali'],0.42,0.694,1,-8.182,1,0.116,0.652,0.0,0.0547,0.476,152.189,1726632,4,3,Acoustic Chill
30pYFAiERk0tbbjGp1jj4x,"Jai Jai Satyanarayan Swami (From ""Shree Satyanarayan Vrat Katha"")",Anuradha Paudwal,['ghazal'],0.418,0.845,11,-4.083,1,0.0507,0.684,0.0,0.106,0.894,118.734,439798,4,0,Energetic Happy
0iJipW8qIhb6Pbwy1i6qCU,Unpe Kuchh Is Tarah Pyar Ane Laga,Ghulam Ali,['bollywood'],0.522,0.454,8,-12.802,1,0.0374,0.873,0.000498,0.0835,0.45,159.765,589290,1,1,Dance Party
4TkFuS1UvqUSKTA9VKFfPy,Bari Bari Imam Bari,Nusrat Fateh Ali Khan,['qawwali'],0.503,0.486,1,-14.93,1,0.0673,0.436,0.00186,0.215,0.89,157.484,779560,4,1,Dance Party
5pLJWlkAIbzZSa9wQejivZ,Door Na Khilo Ve,Naseebo Lal,['sufi'],0.827,0.963,6,-2.136,1,0.0939,0.443,0.00148,0.308,0.838,148.015,274933,4,2,Instrumental Calm
0TYNfQX7QnpDt5MMvPEZAq,Posheeda Posheeda - Live,Sabri Brothers,['ghazal'],0.447,0.4,0,-12.671,0,0.16,0.816,1.34e-05,0.724,0.513,105.88,1134800,4,3,Acoustic Chill
4bE84m2q6Xecrl8Etn8hKC,Aucune promesse,Loud,['pop'],0.793,0.681,9,-7.615,0,0.231,0.0123,0.0,0.0763,0.373,145.006,215555,4,2,Instrumental Calm
0S0c5TsXdOxtqknCsWdGbC,Kya Khub Lage Mahboob Mera,Shaan,['bollywood'],0.545,0.615,9,-6.161,1,0.0283,0.483,0.0,0.11,0.544,149.99,291600,4,2,Instrumental Calm
53QaCpl6OD3pqD5mdv83EO,Heegethake,Armaan Malik,['bollywood'],0.707,0.596,5,-6.812,0,0.03,0.557,0.0,0.2,0.639,150.075,231108,4,2,Instrumental Calm
1ZxJkG775oka5RsH3Yuwv3,Dónde Estarás,J Balvin,[],0.832,0.76,1,-7.588,1,0.113,0.0635,0.0124,0.0776,0.809,117.998,191547,4,2,Instrumental Calm
43P4CvRCS6HmVERmYfM8ma,Promises (with Sam Smith) - Illyus & Barrientos Remix,Calvin Harris,[],0.716,0.775,1,-5.592,1,0.0659,0.00187,0.731,0.0517,0.631,123.026,282039,4,4,Rap / Spoken
5ZVcGk81LJB6kJ5YX2LGk2,Pehni Si Judai Sajna,Naseebo Lal,['sufi'],0.727,0.803,8,-8.78,1,0.0447,0.459,0.0421,0.147,0.933,91.991,531781,4,2,Instrumental Calm
4MkmZtKvZszEUWlwVQjYKe,Aaj Ki Raat Koi Aane Ko Hai - Remix,Sonu Kakkar,['bollywood'],0.658,0.956,5,-9.37,0,0.0601,0.0721,1.51e-05,0.0615,0.802,162.996,275120,4,2,Instrumental Calm
3UEfOvhtrnpw57gDbSixri,Everybody Hates Me - Steerner Remix,The Chainsmokers,[],0.453,0.863,2,-6.239,1,0.0957,0.0672,0.0,0.107,0.499,182.872,176667,4,0,Energetic Happy
6LzJESHfI1cix6kihuqvOG,Bujhi Hui Shama Ka Dhuan Hoon,Nusrat Fateh Ali Khan,['qawwali'],0.36,0.857,7,-5.916,1,0.162,0.263,1.27e-06,0.363,0.47,90.526,1188438,4,0,Energetic Happy
2U5W2dMtxQdA97txkMBiuQ,Oho Chenne,Hariharan,['ghazal'],0.601,0.492,11,-10.838,1,0.0283,0.639,6.81e-05,0.0579,0.411,121.986,310000,4,1,Dance Party
3nSX1aDCeVr90qhqJ7cjBE,Shayan : Morpichchani rajaai,Hariharan,['ghazal'],0.474,0.205,10,-14.243,1,0.0313,0.857,0.000289,0.126,0.376,110.382,407960,4,1,Dance Party
7vOARrEWx4IZkPAIAPMpmn,Pyar Se Pyara Kuchh Bhi Nahin,Anup Jalota,['ghazal'],0.33,0.623,10,-5.52,1,0.0338,0.733,0.0,0.268,0.746,152.713,337973,3,0,Energetic Happy
7m8PEWF1Qjo4BmcjEYsacr,If I Ain't Got You,Alicia Keys,[],0.578,0.404,7,-10.759,1,0.114,0.612,1.24e-05,0.106,0.197,146.378,229040,3,1,Dance Party
3ibibKb5fllJyUR2cXjC6P,Qarar Pa Na Sake,Shahid Ali Khan,['qawwali'],0.592,0.816,6,-5.731,1,0.0447,0.238,0.00167,0.32,0.797,107.349,582959,4,0,Energetic Happy
2tx9xdjsbmQ9VIL6r0g6QH,Sunder Hai Rang Shyam,Anup Jalota,['ghazal'],0.446,0.934,6,-2.099,1,0.0858,0.591,0.000365,0.29,0.919,80.23,238987,4,0,Energetic Happy
2Moj5UvfrfiToDJaFK5Ziw,Elli Kan,Nancy Ajram,['pop'],0.713,0.852,6,-7.431,1,0.0509,0.329,0.000761,0.261,0.812,158.044,286348,4,2,Instrumental Calm
1wGSK11huEffPN8rxMxQaJ,Tu Hi Rab Tu Hi Dua,Rahat Fateh Ali Khan,"['qawwali', 'sufi']",0.649,0.807,10,-5.984,0,0.0732,0.37,0.0,0.119,0.741,114.075,423573,4,2,Instrumental Calm
6VjmSo8nck1qQIzFunlRT8,End Game,Taylor Swift,[],0.654,0.588,0,-6.208,1,0.0541,0.00852,0.0,0.108,0.155,158.977,245107,4,2,Instrumental Calm
1KulPmYlsw6XJro1ZqthY8,Are Baba Ye Dil Kyon,Kumar Sanu,['bollywood'],0.607,0.709,7,-8.845,1,0.0418,0.729,0.00039,0.12,0.93,156.935,260627,4,2,Instrumental Calm
5jvFlZqb8N3Kf9CthcXuJz,Dễ Yêu Dễ Quên,Nhat Tinh Anh,['pop'],0.383,0.537,1,-4.517,0,0.0332,0.477,0.0,0.0727,0.42,187.221,280781,4,0,Energetic Happy
6NHPeaQ2EGsefLs9LH7H29,Gulon Main Rang,Mehdi Hassan,['bollywood'],0.341,0.432,8,-12.032,1,0.0446,0.76,0.88,0.163,0.516,73.149,307160,4,4,Rap / Spoken
1tWpgH8rErSXPOkQKFCag9,Cuando Tú Quieras,J Balvin,[],0.696,0.668,6,-5.063,1,0.199,0.361,0.0038,0.31,0.761,184.329,205120,4,2,Instrumental Calm
0cDbVbHEUM419vxXxigLtS,Shine Ya Light,Rita Ora,[],0.486,0.809,4,-3.207,1,0.0416,0.018,0.0,0.373,0.567,145.514,211080,4,0,Energetic Happy
4gAj8T3qTeGIcwd8HvigrU,Dasht-E-Tanhai Mein,Iqbal Bano,['sufi'],0.284,0.46,5,-8.468,1,0.029,0.924,0.0,0.121,0.255,86.987,360840,4,1,Dance Party
2NcFoIbREbGpHcSVgAigUX,No Place Like Home,John Legend,[],0.629,0.799,0,-6.014,1,0.173,0.221,5.35e-06,0.107,0.329,81.082,237013,4,2,Instrumental Calm
4JsOMTAmz7rFa29WXspLzU,The Way I Am - Acoustic,Charlie Puth,[],0.571,0.263,1,-9.965,1,0.0554,0.802,0.0,0.119,0.775,113.574,188021,4,1,Dance Party
42mTn8B1GV2hJVqpm2DEQC,Merry Xmas Everybody - For Nest Audio Sessions,Bastille,['pop'],0.575,0.421,2,-8.948,1,0.029,0.344,0.0,0.2,0.342,122.806,195500,4,1,Dance Party
77p4Fz9JNmbyiwc5EbPBNh,Sanu Ek Pal Chain Na Aawe,Nusrat Fateh Ali Khan,['qawwali'],0.595,0.462,5,-10.008,1,0.038,0.678,0.419,0.127,0.645,155.715,765910,4,4,Rap / Spoken
2kO9Kr5WVQfdiJdE72EH2b,Tune Maa Baap Ki,Abdul Habib Ajmeri,['qawwali'],0.459,0.781,6,-5.814,1,0.118,0.382,0.0,0.0861,0.596,125.633,938240,3,0,Energetic Happy
5xbgINjKmPb2tzG4IQ7gnl,Has Ke Chain Qarar Ve Sanwal,Atta Ullah Khan Esakhelvi,['qawwali'],0.581,0.76,6,-5.641,1,0.0448,0.631,0.00011,0.164,0.95,115.999,435017,4,0,Energetic Happy
3gPTuPmDqWmFtF9qhJk2e5,Rabba Mere Haal Da Mehram Tu,Barkat Sidhu,['sufi'],0.439,0.245,11,-18.329,1,0.0542,0.831,0.0114,0.0784,0.397,177.608,334720,4,1,Dance Party
2Fs5Tk06RWbDIBOPtOxTUD,Girls Like You (feat. Cardi B) - CRAY Remix,Maroon 5,[],0.793,0.563,9,-9.203,0,0.0676,0.134,0.0001,0.0877,0.363,99.971,237594,4,2,Instrumental Calm
4y1Y5PSuRssSMIDYY9uQJo,Long Nak Da - Ishtehari Gujjar,Naseebo Lal,['sufi'],0.809,0.838,7,-6.212,0,0.048,0.128,0.00392,0.331,0.956,150.849,329937,4,2,Instrumental Calm
0YOTKtagMgwIu7EwWPuIy4,Sultaan,Jaspinder Narula,['bollywood'],0.608,0.915,0,-5.716,0,0.0956,0.042,0.142,0.384,0.479,150.795,379728,4,2,Instrumental Calm
0syEPhBgw69TBnLJ7NRMJn,Barishan De Mausaman Vich,Atta Ullah Khan Esakhelvi,"['ghazal', 'qawwali', 'sufi']",0.664,0.603,7,-9.226,1,0.0718,0.408,0.000156,0.117,0.673,158.117,410120,4,2,Instrumental Calm
4Bq4PmUT9AvfPUILhVWkdE,Charaghe Toor Jalao,Mehdi Hassan,['ghazal'],0.299,0.834,5,-9.891,1,0.0765,0.813,0.593,0.467,0.509,133.717,462293,3,4,Rap / Spoken
7wf0Z5QgwfyHXHq6mfJRNk,Ali Ali,Mika Singh,['bollywood'],0.623,0.799,11,-7.36,0,0.0339,0.0271,0.0606,0.104,0.197,142.998,206728,4,2,Instrumental Calm
1E4btN3qFHiQ4zlOEtWQte,Deed Hoi Menon,Noor Jehan,['ghazal'],0.477,0.571,6,-9.825,0,0.0562,0.767,0.000688,0.0869,0.621,122.765,295482,4,1,Dance Party
6BQ138m56aLHGzTbDMOuX5,Farida Turia Turia Ja,Nusrat Fateh Ali Khan,['qawwali'],0.466,0.538,4,-16.145,1,0.0468,0.0621,0.00107,0.323,0.915,128.154,810307,4,0,Energetic Happy
2jcYaEKejiLKuZ3RiX26Sv,Get Free,Major Lazer,[],0.612,0.657,11,-6.971,0,0.0454,0.103,0.124,0.131,0.767,115.94,289973,4,2,Instrumental Calm
18fPevb5WJF0XC97ILCAFQ,Phir Us Se Milay - Live,Ghulam Ali,['ghazal'],0.558,0.602,1,-12.314,0,0.0432,0.437,0.307,0.0589,0.803,106.971,407587,4,2,Instrumental Calm
3zUdQ1EJtqr1BaHCYSzLTa,New Rules - Live,Dua Lipa,[],0.539,0.859,9,-6.427,0,0.0549,0.0117,0.0,0.372,0.484,143.9,275101,4,0,Energetic Happy
3RMcsGb9Lh5O9O0QPYNwR6,Sunoto Meri Jaan,Asha Bhosle,['bollywood'],0.366,0.569,1,-8.26,1,0.0548,0.733,1.5e-05,0.16,0.648,131.095,263259,4,0,Energetic Happy
0HCAYFizTCH1DhJenQSKTh,Koi Humnafas Nahin,Munni Begum,"['ghazal', 'sufi']",0.543,0.617,2,-8.323,1,0.0427,0.355,3.26e-05,0.293,0.69,87.504,371623,4,2,Instrumental Calm
5TJyTV87vgWSeadLZayG6M,Gayatri Mantra,Suresh Wadkar,['bollywood'],0.599,0.52,9,-6.244,1,0.0273,0.683,0.0,0.146,0.104,143.86,247805,3,1,Dance Party
0aGAREkBehlokDdFDTYxja,Menu Chariya Nabi Da Rang,Naseebo Lal,"['ghazal', 'sufi']",0.802,0.764,1,-5.593,0,0.0868,0.358,9.51e-05,0.0641,0.903,108.016,302250,4,2,Instrumental Calm
6FUtw3xbO0kU10j01tVsWV,O Meri Jaan,Pritam,['bollywood'],0.581,0.564,2,-6.143,0,0.0311,0.592,3.09e-06,0.117,0.31,161.953,297907,4,2,Instrumental Calm
4YERJ0MjmDLx4SZvGNIqdT,Mein Nashe Mein Hoon,Pankaj Udhas,['ghazal'],0.749,0.466,5,-10.025,0,0.0334,0.608,0.0,0.0928,0.593,145.021,432973,4,1,Dance Party
4fb4WgcREU6VXFjfIi4C4e,"Paatukku Palaivanam (From ""Ananda Poonkaatrae"")",Hariharan,['ghazal'],0.709,0.634,5,-10.832,1,0.0536,0.494,0.0,0.118,0.815,170.007,341880,4,2,Instrumental Calm
6SWANrKvQwaf3Le7RuTsjr,"Pure Di Hawa Chale (From ""Qanoon Apna Apna"")",Noor Jehan,['ghazal'],0.609,0.769,4,-5.249,1,0.0477,0.687,0.000896,0.257,0.851,145.721,300017,4,0,Energetic Happy
78Dqu57xEIlTfWEFquW7YB,Mundo bom,Agepê,['pop'],0.74,0.9,5,-7.213,0,0.0705,0.162,0.0,0.133,0.959,175.982,253453,4,2,Instrumental Calm
6fOwKqB2JEXIomEGqztQyr,Akhian Udeek Diyan - Live Version,Nusrat Fateh Ali Khan,['qawwali'],0.543,0.724,3,-8.72,0,0.0615,0.659,0.183,0.121,0.913,145.196,994975,4,0,Energetic Happy
2U2jLzCRHY293ZxXcQB5Ki,Ki Ballte Je Ki Baliam,Kavita Krishnamurthy,['bollywood'],0.658,0.521,8,-9.949,1,0.0548,0.311,2.2e-06,0.156,0.662,126.786,302693,4,2,Instrumental Calm
2iWPJSACGSHNREsOnUAbVM,Baba Ji Sada Hajj Hogaya,Nusrat Fateh Ali Khan,['qawwali'],0.589,0.874,6,-4.833,1,0.0858,0.0306,0.0,0.738,0.87,137.77,649511,4,0,Energetic Happy
5hdD82r5EMmjK9b7f9Dq8k,Shono Go Dakhin Hawa (Lofi),Madhubanti Bagchi,['bollywood'],0.334,0.285,1,-16.987,0,0.0557,0.793,0.154,0.134,0.336,110.056,172398,4,1,Dance Party
2oaKoKA8bvgWfBi9M8wEVJ,Abhi Na Jao Chhod Kar,Asha Bhosle,['bollywood'],0.569,0.31,3,-13.287,1,0.0371,0.79,0.0,0.341,0.587,125.244,258387,3,1,Dance Party
4qTqkDw55ZM6UThAwAZFbK,Aami Aaj Holam Gentalman,Abhijeet,['bollywood'],0.527,0.821,9,-8.486,0,0.108,0.596,0.000321,0.157,0.805,164.351,350483,4,0,Energetic Happy
43RbE6d17Ov9nf8b82kIKZ,Aj O Keno Phool Phote - Original Motion Picture Soundtrack,Andrew Kishore,['pop'],0.476,0.755,2,-5.702,1,0.102,0.666,0.0,0.323,0.6,187.221,282305,4,0,Energetic Happy
4jgF1sLf3TkQbZkLHsc6SI,Through It All,Charlie Puth,[],0.562,0.383,4,-8.54,1,0.0356,0.762,0.0,0.0775,0.225,147.113,206453,3,1,Dance Party
